Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
05.10.2022;23:00;00:00;50.377,75;16.316,25;4.175,5
06.10.2022;00:00;01:00;47.169;15.630;4.706,5
06.10.2022;01:00;02:00;46.535,75;15.581,25;5.460,5
06.10.2022;02:00;03:00;44.997,5;14.896,75;5.919,25
06.10.2022;03:00;04:00;45.253;15.586;5.567,75
06.10.2022;04:00;05:00;45.921,5;16.493,5;4.734,25
06.10.2022;05:00;06:00;49.499,25;18.639,5;3.107,25
06.10.2022;06:00;07:00;56.511,5;25.393;859,5
06.10.2022;07:00;08:00;60.944,5;31.127;69,25
06.10.2022;08:00;09:00;63.164,75;33.349,75;24,25
06.10.2022;09:00;10:00;64.182,25;29.735,25;215,25
06.10.2022;10:00;11:00;65.066,75;23.871,5;626,5
06.10.2022;11:00;12:00;64.718;20.518,5;2.205,25
06.10.2022;12:00;13:00;64.139,5;18.272,25;4.528,5
06.10.2022;13:00;14:00;62.703,25;17.246;4.757
06.10.2022;14:00;15:00;61.297;18.114;5.052,75
06.10.2022;15:00;16:00;60.470,25;21.423,25;4.447
06.10.2022;16:00;17:00;58.866;27.301,25;2.109,5
06.10.2022;17:00;18:00;58.964,5;37.053,5;438,25
06.10.2022;18:00;19:00;59.794,75;44.865;1
06.10.2022;19:00;20:00;62.008,5;46.323,75;2,75
06.10.2022;20:00;21:00;59.371,25;42.477;4,5
06.10.2022;21:00;22:00;55.767,5;38.602;19,25
06.10.2022;22:00;23:00;52.105,5;35.653,5;13,75
06.10.2022;23:00;00:00;48.574,5;32.529,25;58,75
07.10.2022;00:00;01:00;45.721,5;29.998,25;315,75
07.10.2022;01:00;02:00;44.112,5;28.767;1.845,25
07.10.2022;02:00;03:00;43.108,25;27.662,5;2.109,5
07.10.2022;03:00;04:00;43.283;27.706,75;3.076,25
07.10.2022;04:00;05:00;44.658,75;28.609,75;2.225
07.10.2022;05:00;06:00;47.942;31.684,25;811,75
07.10.2022;06:00;07:00;55.269,75;37.501,25;235,75
07.10.2022;07:00;08:00;60.006;41.934,25;7,75
07.10.2022;08:00;09:00;62.473,5;41.253,25;7,5
07.10.2022;09:00;10:00;62.846,5;36.147,5;370
07.10.2022;10:00;11:00;63.513,25;31.208,75;330,5
07.10.2022;11:00;12:00;64.298;26.501,75;2.643,5
07.10.2022;12:00;13:00;63.652,75;21.095;5.806,25
07.10.2022;13:00;14:00;62.750,25;20.126,5;6.037
07.10.2022;14:00;15:00;60.341,5;20.595;5.332,5
07.10.2022;15:00;16:00;58.573,5;24.762;4.012,25
07.10.2022;16:00;17:00;56.786,25;30.791,25;721
07.10.2022;17:00;18:00;57.146;39.654,5;233,75
07.10.2022;18:00;19:00;58.201,75;44.990,75;8
07.10.2022;19:00;20:00;59.713,25;44.858,25;8
07.10.2022;20:00;21:00;56.295;38.734;114,5
07.10.2022;21:00;22:00;52.505;32.505,5;334,75
07.10.2022;22:00;23:00;49.521,75;28.698,75;640,75
07.10.2022;23:00;00:00;46.475,5;24.379,25;2.270,25
08.10.2022;00:00;01:00;43.908,75;21.360,5;1.345,25
08.10.2022;01:00;02:00;42.327,75;20.362,75;3.272,25
08.10.2022;02:00;03:00;41.167,25;20.121,25;4.395
08.10.2022;03:00;04:00;41.177,25;20.534,75;4.261
08.10.2022;04:00;05:00;41.222,5;21.407,25;3.796,5
08.10.2022;05:00;06:00;41.810;22.333,5;2.446,75
08.10.2022;06:00;07:00;43.612;24.071;457,5
08.10.2022;07:00;08:00;45.913,5;25.780,25;343,75
08.10.2022;08:00;09:00;49.267,75;27.393,5;121,5
08.10.2022;09:00;10:00;51.735;26.914;12,75
08.10.2022;10:00;11:00;53.309,75;23.454,5;854,5
08.10.2022;11:00;12:00;54.936;19.263,5;3.947,75
08.10.2022;12:00;13:00;55.167;16.135,25;5.680,5
08.10.2022;13:00;14:00;53.369,75;13.817,75;6.222
08.10.2022;14:00;15:00;51.925,75;13.985,25;7.102,75
08.10.2022;15:00;16:00;51.215,5;16.582;6.040
08.10.2022;16:00;17:00;50.738,5;20.882,75;3.063
08.10.2022;17:00;18:00;50.639,75;27.780,5;1.238,75
08.10.2022;18:00;19:00;51.818,75;34.132,25;53,25
08.10.2022;19:00;20:00;53.314,25;36.913;6,25
08.10.2022;20:00;21:00;50.436,75;33.991,75;100,5
08.10.2022;21:00;22:00;47.826,75;31.694;225
08.10.2022;22:00;23:00;45.646,75;30.975,25;43,25
08.10.2022;23:00;00:00;42.773;29.582,25;479,25
09.10.2022;00:00;01:00;40.249,75;28.300,5;700,75
09.10.2022;01:00;02:00;38.859,75;27.964,5;918,25
09.10.2022;02:00;03:00;37.534;27.687;992,75
09.10.2022;03:00;04:00;37.396,75;28.272,75;1.520,25
09.10.2022;04:00;05:00;37.317;29.314,5;1.536,5
09.10.2022;05:00;06:00;37.709,25;30.788;954,25
09.10.2022;06:00;07:00;37.930,25;31.470,25;311
09.10.2022;07:00;08:00;39.125,75;32.375,25;133,25
09.10.2022;08:00;09:00;42.399,5;31.200,5;357,5
09.10.2022;09:00;10:00;45.369,25;26.956;1.159,25
09.10.2022;10:00;11:00;47.370,75;22.093;2.088,25
09.10.2022;11:00;12:00;49.232,5;18.133,75;4.699,5
09.10.2022;12:00;13:00;48.582,25;13.268,75;6.797
09.10.2022;13:00;14:00;46.895;11.217,75;6.981
09.10.2022;14:00;15:00;45.336,25;12.224,75;6.760,75
09.10.2022;15:00;16:00;44.541,75;17.012,25;5.289,25
09.10.2022;16:00;17:00;43.985,5;23.693,5;3.152,25
09.10.2022;17:00;18:00;45.397,25;32.478,75;297,5
09.10.2022;18:00;19:00;48.226,75;37.554,5;7
09.10.2022;19:00;20:00;49.845,5;33.464;28
09.10.2022;20:00;21:00;48.616,75;26.380;770,25
09.10.2022;21:00;22:00;47.338,25;22.043,75;825,25
09.10.2022;22:00;23:00;47.381;22.060,75;1.446
09.10.2022;23:00;00:00;44.818,25;19.817,75;4.020,75
10.10.2022;00:00;01:00;43.381,75;19.327,75;6.622
10.10.2022;01:00;02:00;42.464,5;18.641,75;6.905,25
10.10.2022;02:00;03:00;41.975,75;19.003,25;6.881,5
10.10.2022;03:00;04:00;42.514,75;20.433,25;6.995,5
10.10.2022;04:00;05:00;44.102;22.730,25;6.600
10.10.2022;05:00;06:00;47.787,75;26.534,75;4.347,75
10.10.2022;06:00;07:00;54.846;33.661,75;610,75
10.10.2022;07:00;08:00;60.294,5;39.775,5;14
10.10.2022;08:00;09:00;62.980,25;40.906;27,5
10.10.2022;09:00;10:00;63.532,75;38.217,25;14,25
10.10.2022;10:00;11:00;63.967,75;35.097;17
10.10.2022;11:00;12:00;64.141;31.559,75;293,5
10.10.2022;12:00;13:00;63.490,5;28.337;2.497,5
10.10.2022;13:00;14:00;62.662,5;26.068;3.514,25
10.10.2022;14:00;15:00;61.279,25;26.481,5;4.187,25
10.10.2022;15:00;16:00;60.392;29.157;1.952,75
10.10.2022;16:00;17:00;59.564,25;34.449,75;605,25
10.10.2022;17:00;18:00;60.162,75;40.276;274,75
10.10.2022;18:00;19:00;61.898;43.202;262,25
10.10.2022;19:00;20:00;62.731;43.882;202
10.10.2022;20:00;21:00;59.400;39.705,5;249
10.10.2022;21:00;22:00;55.901,5;35.151;541,5
10.10.2022;22:00;23:00;52.390,25;32.379;510,5
10.10.2022;23:00;00:00;48.885,75;30.009,5;1.380
11.10.2022;00:00;01:00;46.218,75;27.468;3.909
11.10.2022;01:00;02:00;44.787,75;26.901,5;5.515,25
11.10.2022;02:00;03:00;43.517;27.255,75;4.954,75
11.10.2022;03:00;04:00;43.548,5;28.125,5;5.407,25
11.10.2022;04:00;05:00;44.979,5;30.618,25;5.302
11.10.2022;05:00;06:00;47.983,5;34.820,75;1.967
11.10.2022;06:00;07:00;55.037;42.556,5;413
11.10.2022;07:00;08:00;60.452;48.793,25;21,25
11.10.2022;08:00;09:00;62.630;49.705;19
11.10.2022;09:00;10:00;62.689,75;46.065,75;20,25
11.10.2022;10:00;11:00;63.610,75;42.592,5;512
11.10.2022;11:00;12:00;64.802,75;39.324;1.394
11.10.2022;12:00;13:00;64.529,5;36.179,5;3.009
11.10.2022;13:00;14:00;63.276,75;35.403,25;4.103,25
11.10.2022;14:00;15:00;61.623,75;36.967,75;3.570,25
11.10.2022;15:00;16:00;59.645,75;39.616;2.105,75
11.10.2022;16:00;17:00;58.692;45.413,5;933,5
11.10.2022;17:00;18:00;58.544,5;52.224,75;150,75
11.10.2022;18:00;19:00;59.578;56.840,5;9
11.10.2022;19:00;20:00;60.978,25;58.435;11
11.10.2022;20:00;21:00;57.688,75;55.029,25;11
11.10.2022;21:00;22:00;53.865;51.185;35
11.10.2022;22:00;23:00;50.315,25;47.833,25;70,25
11.10.2022;23:00;00:00;46.470;44.098,75;163
12.10.2022;00:00;01:00;44.665;42.350,25;1.624,5
12.10.2022;01:00;02:00;43.334,5;40.824,25;4.050,75
12.10.2022;02:00;03:00;42.513;39.857,25;4.736,75
12.10.2022;03:00;04:00;43.027,5;40.360,25;5.296,5
12.10.2022;04:00;05:00;44.435;41.696;4.577,5
12.10.2022;05:00;06:00;47.651;45.112,25;2.063,25
12.10.2022;06:00;07:00;54.648;51.927,75;184,25
12.10.2022;07:00;08:00;59.945,75;56.980,5;20,75
12.10.2022;08:00;09:00;62.128,25;56.423,5;3
12.10.2022;09:00;10:00;62.530;50.115,75;98
12.10.2022;10:00;11:00;63.135,75;44.181,75;411,75
12.10.2022;11:00;12:00;63.930,5;41.018;334,5
12.10.2022;12:00;13:00;63.106;37.395,5;1.077
12.10.2022;13:00;14:00;62.168,25;35.929,75;1.794,25
12.10.2022;14:00;15:00;60.309,75;36.210;1.722,75
12.10.2022;15:00;16:00;59.117;38.812,5;1.554,75
12.10.2022;16:00;17:00;58.352,75;44.573,75;689,25
12.10.2022;17:00;18:00;59.013,75;52.272,75;224
12.10.2022;18:00;19:00;60.664;56.789,5;5
12.10.2022;19:00;20:00;62.204,5;57.112,25;5
12.10.2022;20:00;21:00;59.052;52.306,5;6
12.10.2022;21:00;22:00;55.789,5;47.280,25;385,5
12.10.2022;22:00;23:00;52.389,5;43.100,5;907
12.10.2022;23:00;00:00;48.628,75;38.746,75;1.321,25
13.10.2022;00:00;01:00;45.303,75;34.966,5;3.059,5
13.10.2022;01:00;02:00;43.611,25;33.031,25;6.028,25
13.10.2022;02:00;03:00;42.572,75;32.532,25;6.147
13.10.2022;03:00;04:00;42.556;33.410,25;5.842,5
13.10.2022;04:00;05:00;43.786;35.232,25;5.092
13.10.2022;05:00;06:00;47.326,5;38.836,25;2.940,25
13.10.2022;06:00;07:00;54.221,75;45.015,25;253,5
13.10.2022;07:00;08:00;59.056,25;49.887;4
13.10.2022;08:00;09:00;61.298,75;49.809;4
13.10.2022;09:00;10:00;61.840,75;47.776;5,75
13.10.2022;10:00;11:00;62.611,75;46.221,75;5,5
13.10.2022;11:00;12:00;63.253,25;44.865,25;16,75
13.10.2022;12:00;13:00;63.131,5;43.253,5;311
13.10.2022;13:00;14:00;62.469,75;42.564;877,25
13.10.2022;14:00;15:00;61.451,75;43.758,25;756,5
13.10.2022;15:00;16:00;60.151;46.213,75;543
13.10.2022;16:00;17:00;58.855,25;49.117,5;167,25
13.10.2022;17:00;18:00;58.850,25;52.116,25;14,5
13.10.2022;18:00;19:00;60.367;54.696;3,5
13.10.2022;19:00;20:00;60.802;54.389,25;5
13.10.2022;20:00;21:00;57.413,5;49.801,75;11,75
13.10.2022;21:00;22:00;54.190,25;46.416;19,5
13.10.2022;22:00;23:00;50.577,5;42.965,5;74
13.10.2022;23:00;00:00;46.756,75;39.846,5;771,5
14.10.2022;00:00;01:00;44.289;38.024,5;1.653,25
14.10.2022;01:00;02:00;42.845,75;37.190;3.892,5
14.10.2022;02:00;03:00;41.809,5;36.614;5.063
14.10.2022;03:00;04:00;41.949,25;36.909,5;5.763,5
14.10.2022;04:00;05:00;42.917,5;38.303;5.872,25
14.10.2022;05:00;06:00;46.196,75;41.726,5;3.879,75
14.10.2022;06:00;07:00;53.415,25;48.992,5;633,75
14.10.2022;07:00;08:00;58.633,5;53.961,25;5
14.10.2022;08:00;09:00;60.809,25;54.742,75;11,75
14.10.2022;09:00;10:00;61.280,25;52.113,25;6,25
14.10.2022;10:00;11:00;62.326,5;48.948,25;23
14.10.2022;11:00;12:00;62.667;46.026,25;47,5
14.10.2022;12:00;13:00;62.689,25;44.260,75;280,25
14.10.2022;13:00;14:00;61.191;43.092,25;373,25
14.10.2022;14:00;15:00;59.438;43.078,5;668,25
14.10.2022;15:00;16:00;58.246,5;44.635,25;442,75
14.10.2022;16:00;17:00;57.446,25;47.110,75;101
14.10.2022;17:00;18:00;57.624,25;49.625;13
14.10.2022;18:00;19:00;59.059,25;51.134;5,5
14.10.2022;19:00;20:00;59.386,25;49.999,25;46,5
14.10.2022;20:00;21:00;56.463,25;45.705;725,75
14.10.2022;21:00;22:00;53.033,75;41.476,75;457,25
14.10.2022;22:00;23:00;50.135,75;38.384;1.053,25
14.10.2022;23:00;00:00;46.908;35.164,25;924
15.10.2022;00:00;01:00;43.671,75;32.246,25;1.027,75
15.10.2022;01:00;02:00;41.619,25;30.565,25;1.568
15.10.2022;02:00;03:00;40.709,25;30.371,5;2.150,25
15.10.2022;03:00;04:00;40.398;31.349,75;3.972,5
15.10.2022;04:00;05:00;40.243;32.243;3.258,25
15.10.2022;05:00;06:00;40.631,75;33.501,75;2.174
15.10.2022;06:00;07:00;42.472,25;35.376,75;1.112,5
15.10.2022;07:00;08:00;44.730,25;37.434,5;1.251
15.10.2022;08:00;09:00;48.140,5;39.597,75;758,25
15.10.2022;09:00;10:00;50.702,25;39.557,25;595,75
15.10.2022;10:00;11:00;52.070,75;36.856,25;714
15.10.2022;11:00;12:00;53.475,5;32.909,75;655
15.10.2022;12:00;13:00;53.204,25;27.072,5;946
15.10.2022;13:00;14:00;51.752,25;22.543,25;2.051,5
15.10.2022;14:00;15:00;50.303;20.981,5;3.029
15.10.2022;15:00;16:00;49.902;22.477,5;3.053,25
15.10.2022;16:00;17:00;49.025,25;25.485,5;1.754,75
15.10.2022;17:00;18:00;50.129,5;31.462,5;489,25
15.10.2022;18:00;19:00;52.066,25;34.112,25;135,75
15.10.2022;19:00;20:00;52.258;32.375;124
15.10.2022;20:00;21:00;49.986,5;27.760;992,75
15.10.2022;21:00;22:00;48.056,75;25.081,75;1.279,5
15.10.2022;22:00;23:00;45.875,25;23.866,25;1.205,25
15.10.2022;23:00;00:00;43.155,75;21.775,5;1.040,5
16.10.2022;00:00;01:00;40.708,25;18.909,25;1.365,75
16.10.2022;01:00;02:00;39.394,25;17.628;2.710
16.10.2022;02:00;03:00;38.538,75;17.481,25;5.257,75
16.10.2022;03:00;04:00;37.766,5;17.343;5.347,25
16.10.2022;04:00;05:00;37.830;17.792,5;3.806,25
16.10.2022;05:00;06:00;38.552,5;17.909;3.304,75
16.10.2022;06:00;07:00;39.875,25;18.495,75;4.337,75
16.10.2022;07:00;08:00;41.783,5;20.287,75;2.026,75
16.10.2022;08:00;09:00;44.433,75;21.331,75;1.293,5
16.10.2022;09:00;10:00;47.305,25;20.517,5;1.884,5
16.10.2022;10:00;11:00;50.127,25;18.269;3.613,75
16.10.2022;11:00;12:00;52.355,5;15.268,5;5.726,5
16.10.2022;12:00;13:00;52.260,5;12.361,25;6.970,25
16.10.2022;13:00;14:00;49.964,5;12.076,25;7.432
16.10.2022;14:00;15:00;48.338,75;11.942;7.041,5
16.10.2022;15:00;16:00;47.566,5;15.347,25;5.695,25
16.10.2022;16:00;17:00;46.768,25;23.334,75;1.762,25
16.10.2022;17:00;18:00;47.856,5;33.998,5;781
16.10.2022;18:00;19:00;50.446,5;40.639,5;120,25
16.10.2022;19:00;20:00;50.875;42.347,75;9
16.10.2022;20:00;21:00;48.223,25;40.153,25;208,5
16.10.2022;21:00;22:00;46.080,75;38.933,75;354,75
16.10.2022;22:00;23:00;44.776,25;37.999;192,75
16.10.2022;23:00;00:00;41.791,75;34.900;449,5
17.10.2022;00:00;01:00;39.515,5;30.860,75;2.520
17.10.2022;01:00;02:00;37.994;27.212,5;3.472,5
17.10.2022;02:00;03:00;37.379,25;24.679,75;4.278,5
17.10.2022;03:00;04:00;38.804;24.352,75;5.225,5
17.10.2022;04:00;05:00;40.469,5;23.654,25;6.201
17.10.2022;05:00;06:00;44.544;25.325;5.159,75
17.10.2022;06:00;07:00;52.654;31.391,75;993
17.10.2022;07:00;08:00;58.971,5;36.742,25;20,5
17.10.2022;08:00;09:00;61.122,75;36.336,75;3,25
17.10.2022;09:00;10:00;61.790,5;32.143,5;17,75
17.10.2022;10:00;11:00;61.855,25;28.352,75;509,25
17.10.2022;11:00;12:00;63.216,5;26.383,25;1.705
17.10.2022;12:00;13:00;62.644,5;23.531,25;4.100
17.10.2022;13:00;14:00;61.914,75;23.751;3.805,25
17.10.2022;14:00;15:00;60.278;25.226,5;1.798,5
17.10.2022;15:00;16:00;59.908,75;30.634,75;770,25
17.10.2022;16:00;17:00;59.071;35.381,75;554,75
17.10.2022;17:00;18:00;59.778,25;41.981,5;264,75
17.10.2022;18:00;19:00;62.496,75;47.557,5;103
17.10.2022;19:00;20:00;62.871,5;48.024,5;141,25
17.10.2022;20:00;21:00;59.479,25;44.801;139,75
17.10.2022;21:00;22:00;55.695;41.022,75;312,75
17.10.2022;22:00;23:00;51.735;38.540,5;914,25
17.10.2022;23:00;00:00;48.138;36.370;1.935,25
18.10.2022;00:00;01:00;45.418,25;34.753,25;3.967,5
18.10.2022;01:00;02:00;43.775,75;34.095,75;4.405,75
18.10.2022;02:00;03:00;42.708,5;34.106,25;4.779,75
18.10.2022;03:00;04:00;42.734,25;34.935,5;4.903,5
18.10.2022;04:00;05:00;43.544,75;36.452,5;4.312,25
18.10.2022;05:00;06:00;47.087,75;40.796,75;1.642,75
18.10.2022;06:00;07:00;54.619,25;48.767;138,25
18.10.2022;07:00;08:00;60.414,75;54.236,75;165,25
18.10.2022;08:00;09:00;62.699,25;55.073,75;134
18.10.2022;09:00;10:00;63.330,25;52.830,75;130
18.10.2022;10:00;11:00;64.293,75;50.227,75;41,75
18.10.2022;11:00;12:00;64.813,5;46.219;237
18.10.2022;12:00;13:00;64.905,25;41.712,5;1.486,75
18.10.2022;13:00;14:00;64.109,25;37.804,75;2.790,75
18.10.2022;14:00;15:00;62.262;35.441;3.860,5
18.10.2022;15:00;16:00;61.631,5;37.042,25;2.643
18.10.2022;16:00;17:00;60.671,25;41.460,75;1.067,5
18.10.2022;17:00;18:00;61.057,25;48.099;355,75
18.10.2022;18:00;19:00;62.903,75;52.104,25;172
18.10.2022;19:00;20:00;63.448,5;52.259,75;105,5
18.10.2022;20:00;21:00;60.047,25;48.495;194,25
18.10.2022;21:00;22:00;56.335,75;44.317,5;413
18.10.2022;22:00;23:00;52.206,5;40.794,75;1.078,75
18.10.2022;23:00;00:00;48.079,5;37.487,75;3.082,5
19.10.2022;00:00;01:00;45.192,25;34.967;4.397
19.10.2022;01:00;02:00;43.775,5;34.159,5;5.459,5
19.10.2022;02:00;03:00;43.576,5;34.372,75;6.134,75
19.10.2022;03:00;04:00;43.626,75;35.200,5;5.771,25
19.10.2022;04:00;05:00;44.356,75;36.697,25;4.869,25
19.10.2022;05:00;06:00;47.903,75;40.619,5;3.830,5
19.10.2022;06:00;07:00;54.839;48.193,75;653
19.10.2022;07:00;08:00;60.246,75;54.201,75;26,75
19.10.2022;08:00;09:00;62.076,5;55.686,25;151,5
19.10.2022;09:00;10:00;62.463;53.601;325,75
19.10.2022;10:00;11:00;62.921,75;50.338,5;152
19.10.2022;11:00;12:00;63.930;47.529,75;223,25
19.10.2022;12:00;13:00;63.314,75;44.345,25;295,75
19.10.2022;13:00;14:00;61.542,25;41.163,25;337,75
19.10.2022;14:00;15:00;60.131,25;40.212,25;645
19.10.2022;15:00;16:00;58.771,25;41.374;411,25
19.10.2022;16:00;17:00;57.420,75;44.733,5;391,75
19.10.2022;17:00;18:00;58.648;51.173,75;126,75
19.10.2022;18:00;19:00;60.865,5;53.275;162,75
19.10.2022;19:00;20:00;61.210,5;49.920,75;141,25
19.10.2022;20:00;21:00;58.330,25;44.138,75;413,75
19.10.2022;21:00;22:00;55.618,25;39.133,75;1.062,75
19.10.2022;22:00;23:00;52.318,25;33.709;1.314
19.10.2022;23:00;00:00;48.905,5;28.306,75;2.660
20.10.2022;00:00;01:00;45.546,5;23.665,75;4.191,75
20.10.2022;01:00;02:00;44.072;20.931,25;5.021,5
20.10.2022;02:00;03:00;43.302,5;19.605,25;5.808
20.10.2022;03:00;04:00;44.057,75;19.830,25;6.135,25
20.10.2022;04:00;05:00;45.255,25;20.655,75;6.260,5
20.10.2022;05:00;06:00;48.534,5;23.397;4.443,75
20.10.2022;06:00;07:00;54.873;28.679,25;864,5
20.10.2022;07:00;08:00;61.211,5;34.448,25;146,25
20.10.2022;08:00;09:00;63.504,25;34.994;184,5
20.10.2022;09:00;10:00;64.282,5;31.708,25;235
20.10.2022;10:00;11:00;64.784,5;28.937;232
20.10.2022;11:00;12:00;65.821;26.467;577
20.10.2022;12:00;13:00;65.303,25;25.283,75;771,5
20.10.2022;13:00;14:00;63.781,75;26.857;1.219,75
20.10.2022;14:00;15:00;61.930,5;27.952;1.771,5
20.10.2022;15:00;16:00;61.482,5;31.447;890,25
20.10.2022;16:00;17:00;61.116,5;35.511,75;389,25
20.10.2022;17:00;18:00;62.116,25;39.407,75;162,75
20.10.2022;18:00;19:00;64.455,75;40.243,75;159,5
20.10.2022;19:00;20:00;64.499,25;39.180,75;111,5
20.10.2022;20:00;21:00;61.015,75;35.956,5;278,5
20.10.2022;21:00;22:00;56.450,25;33.889,75;344,75
20.10.2022;22:00;23:00;52.206,5;31.481,25;353
20.10.2022;23:00;00:00;48.594;28.713,5;1.448,75
21.10.2022;00:00;01:00;46.882,25;27.746,75;3.265
21.10.2022;01:00;02:00;45.543,25;27.707,75;5.048,75
21.10.2022;02:00;03:00;44.151,5;27.649,75;5.606
21.10.2022;03:00;04:00;43.384,25;28.500,5;4.919,5
21.10.2022;04:00;05:00;45.038;30.682,5;5.613,5
21.10.2022;05:00;06:00;48.079,25;34.125,5;4.230,5
21.10.2022;06:00;07:00;54.463,5;40.588,75;487,25
21.10.2022;07:00;08:00;60.114,5;46.901;19,25
21.10.2022;08:00;09:00;62.497,5;48.486;39,75
21.10.2022;09:00;10:00;63.581,25;48.385,75;10,75
21.10.2022;10:00;11:00;64.273,5;48.771,5;4,75
21.10.2022;11:00;12:00;64.292,25;48.838,25;34
21.10.2022;12:00;13:00;63.523,75;48.362;168,25
21.10.2022;13:00;14:00;61.415;46.385,25;377,75
21.10.2022;14:00;15:00;59.409,25;44.786,75;401
21.10.2022;15:00;16:00;58.603,75;45.230,5;810
21.10.2022;16:00;17:00;57.832;46.686,5;700,75
21.10.2022;17:00;18:00;58.361,75;49.194,25;158,5
21.10.2022;18:00;19:00;59.935,25;50.676;249,25
21.10.2022;19:00;20:00;59.300,75;49.850;135,5
21.10.2022;20:00;21:00;55.340,5;45.539,5;709
21.10.2022;21:00;22:00;51.265,25;41.636,75;480,25
21.10.2022;22:00;23:00;48.357,75;39.458,5;661
21.10.2022;23:00;00:00;44.717,5;36.586,5;299,75
22.10.2022;00:00;01:00;42.411;34.441,25;609,25
22.10.2022;01:00;02:00;40.082;31.960,5;1.544,25
22.10.2022;02:00;03:00;39.000;30.074;2.998
22.10.2022;03:00;04:00;38.686,25;29.397,5;3.780,5
22.10.2022;04:00;05:00;39.067;29.795,75;3.774
22.10.2022;05:00;06:00;39.825,25;30.401;2.463,75
22.10.2022;06:00;07:00;41.636,75;31.947,75;1.202,75
22.10.2022;07:00;08:00;44.947;34.294,75;616
22.10.2022;08:00;09:00;48.331,75;36.242,5;234,25
22.10.2022;09:00;10:00;51.181,75;35.569;199,75
22.10.2022;10:00;11:00;53.126;32.972,5;1.123,5
22.10.2022;11:00;12:00;53.615,25;29.462,75;1.942,75
22.10.2022;12:00;13:00;53.424;24.562,5;3.514,75
22.10.2022;13:00;14:00;51.866,75;21.127,75;5.300,75
22.10.2022;14:00;15:00;50.473,75;20.727;6.351,75
22.10.2022;15:00;16:00;49.510,5;23.872,25;4.873,5
22.10.2022;16:00;17:00;48.817,5;30.227;2.236,5
22.10.2022;17:00;18:00;50.086,75;38.159,25;773,5
22.10.2022;18:00;19:00;52.715,5;41.599,25;333,75
22.10.2022;19:00;20:00;52.156,25;39.711,75;87
22.10.2022;20:00;21:00;48.987,5;36.038,5;365,75
22.10.2022;21:00;22:00;45.727,5;33.092;654,5
22.10.2022;22:00;23:00;43.793,5;31.773,5;463,75
22.10.2022;23:00;00:00;41.172,5;30.681,75;750,25
23.10.2022;00:00;01:00;38.280,5;29.037,75;865,75
23.10.2022;01:00;02:00;36.846,75;27.926,25;1.359
23.10.2022;02:00;03:00;36.033,25;27.732,25;1.782,5
23.10.2022;03:00;04:00;35.812,75;28.361;2.471,5
23.10.2022;04:00;05:00;36.224;29.336,5;2.843,5
23.10.2022;05:00;06:00;36.105;29.742,75;2.373,75
23.10.2022;06:00;07:00;36.943,75;30.557,25;1.144
23.10.2022;07:00;08:00;38.872,75;32.164;606,5
23.10.2022;08:00;09:00;41.479,75;32.246,25;374,75
23.10.2022;09:00;10:00;44.570;29.158,25;672
23.10.2022;10:00;11:00;47.002,75;26.172,5;779
23.10.2022;11:00;12:00;48.792,25;23.994,5;582,5
23.10.2022;12:00;13:00;48.538,5;22.016;1.920
23.10.2022;13:00;14:00;46.592,25;20.821,25;4.502
23.10.2022;14:00;15:00;45.000,75;21.545,25;3.718,5
23.10.2022;15:00;16:00;44.503,5;24.202;1.109
23.10.2022;16:00;17:00;45.406,25;26.764;345,25
23.10.2022;17:00;18:00;47.720,5;27.889;837,75
23.10.2022;18:00;19:00;51.204,25;27.850,75;828
23.10.2022;19:00;20:00;50.736,5;24.623,5;950,5
23.10.2022;20:00;21:00;49.098;21.520,5;1.116
23.10.2022;21:00;22:00;47.400,75;20.095,75;1.811,25
23.10.2022;22:00;23:00;45.932,25;20.480;1.354
23.10.2022;23:00;00:00;43.818,5;17.605,5;2.668,5
24.10.2022;00:00;01:00;41.929,75;17.152,75;4.967,75
24.10.2022;01:00;02:00;40.265,25;15.484,5;4.770,5
24.10.2022;02:00;03:00;39.908,5;14.236,5;5.655,75
24.10.2022;03:00;04:00;39.739,25;13.987,25;5.774,75
24.10.2022;04:00;05:00;41.661,75;14.799,25;5.717
24.10.2022;05:00;06:00;44.953,25;16.437,5;5.143,75
24.10.2022;06:00;07:00;53.486,25;21.808;2.616,25
24.10.2022;07:00;08:00;59.973,75;26.480,75;1.243,25
24.10.2022;08:00;09:00;63.212;28.698,5;464,75
24.10.2022;09:00;10:00;63.343,75;27.157,5;429,5
24.10.2022;10:00;11:00;64.175,5;24.841,25;474,25
24.10.2022;11:00;12:00;65.430;24.015;484
24.10.2022;12:00;13:00;65.141;22.800,5;1.292
24.10.2022;13:00;14:00;64.639,75;22.211,5;1.808,5
24.10.2022;14:00;15:00;63.202;21.783,75;2.231,75
24.10.2022;15:00;16:00;62.091,25;23.178;1.962,75
24.10.2022;16:00;17:00;61.332,5;27.009;1.362,5
24.10.2022;17:00;18:00;61.672,25;30.958,75;946
24.10.2022;18:00;19:00;63.788,5;33.957;722
24.10.2022;19:00;20:00;63.174,5;33.204,5;553,25
24.10.2022;20:00;21:00;59.470,25;29.655,25;729
24.10.2022;21:00;22:00;55.451,75;25.785,5;2.009,5
24.10.2022;22:00;23:00;52.188,25;23.613,5;2.035,5
